Row_Id,Date of Update,Tax Year,County,Number of Returns,Total Number of Exemptions (thousands of dollars),Total Adjusted Gross Income (thousands of dollars),Total Oregon Adjustments: Additions (thousands of dollars),Total Oregon Adjustments: Federal Tax Subtraction (thousands of dollars),Total Oregon Adjustments: Other Subtractions (thousands of dollars),Total Deductions (thousands of dollars),Total Taxable Income (thousands of dollars),Total Gross Tax (thousands of dollars),Total Credits (thousands of dollars),Total Net Tax (thousands of dollars),Average Number of Exemptions,Average Adjusted Gross Income (dollars),Average Oregon Adjustments: Additions (dollars),Average Oregon Adjustments: Federal Tax Subtraction (dollars),Average Oregon Adjustments: Other Subtractions (dollars),Average Deductions (dollars),Average Taxable Income (dollars),Average Gross Tax (dollars),Average Credits (dollars),Average Net Tax (dollars),Tax as Percent of AGI (%),Tax as Percent of Taxable Income (%),Return Type: Single (Number),Return Type: Single (%),Return Type: Joint (Number),Return Type: Joint  (%),Return Type: Separate (Number),Return Type: Separate (%),Return Type: Head Household (Number),Return Type: Head Household (%),Return Type: Itemized (Number),Return Type: Itemized (%),"Return Type: 
Full-Year 
(Number)","Return Type: 
Full-Year 
(%)",Return Type: Part-Year (Number),Return Type: Part-Year (%),Return Type: Nonresident (Number),Return Type: Nonresident (%),Full Year Returns: Number of Returns,Full Year Returns: Total Adjusted Gross Income (thousands of dollars),"Full Year Returns: Total Wages, Salaries, Tips (thousands of dollars)",Full Year Returns: Total Taxable Dividends and Interest (thousands of dollars),Full Year Returns: Total Business Income (thousands of dollars),Full Year Returns: Total Capital Gains (thousands of dollars),Full Year Returns: Total Taxable Pensions (thousands of dollars),"Full Year Returns: Total Schedule E Income (thousands of dollars, this includes: rental real estate, royalties, partnerships, S corporations, and trusts)",Full Year Returns: Total Farm Income (thousands of dollars),"Full Year Returns: Total All Other Income (thousands of dollars, this includes: taxable state income tax refunds, alimony received, unemployment compensation, and other income)",Full Year Returns: Total Adjustments (thousands of dollars),Exception Notes
249,"Jul 01, 2012",2010,California,29446,60668,599074,13845,16331,60970,179560,570311,49487,19733,29937,2.1,20345,470,555,2071,6098,19368,1681,670,1017,0.05,0.052,13012,0.442,13855,0.471,665,0.023,1901,0.065,16091,0.546,5007,0.17,5146,0.175,19293,0.655,5007,191471,124987,12312,5672,16198,27561,10932,-94,-2556,3542,
250,"Jul 01, 2012",2010,Clackamas,163996,339803,10565209,97908,373050,540939,2087603,8055658,701410,73763,629281,2.1,64424,597,2275,3299,12730,49121,4277,450,3837,0.06,0.078,69920,0.426,76447,0.466,2475,0.015,15040,0.092,94181,0.574,160754,0.98,2615,0.016,627,0.004,160754,10465584,7272867,411693,371301,319773,1430758,701912,-30635,174015,186100,
251,"Jul 01, 2012",2010,Clark Co WA,57266,140552,2241891,14805,96152,46294,384793,1816527,148589,18505,130516,2.5,39149,259,1679,808,6719,31721,2595,323,2279,0.058,0.072,18896,0.33,31483,0.55,703,0.012,6153,0.107,32910,0.575,1941,0.034,2083,0.036,53242,0.93,1941,79926,54045,3350,1930,3353,7667,7919,-26,2823,1133,
252,"Jul 01, 2012",2010,Clatsop,15407,30073,665882,7067,27840,51728,140175,473069,38835,5949,33115,2,43220,459,1807,3358,9098,30705,2521,386,2149,0.05,0.07,6991,0.454,6558,0.426,238,0.015,1615,0.105,7585,0.492,14905,0.967,351,0.023,151,0.01,14905,656041,412848,22438,31572,20753,133920,35952,-1513,14437,14367,
253,"Jul 01, 2012",2010,Columbia,19902,42840,1005939,5165,44753,57018,195439,733830,60601,7977,52857,2.2,50545,260,2249,2865,9820,36872,3045,401,2656,0.053,0.072,7517,0.378,10066,0.506,270,0.014,2037,0.102,11515,0.579,19546,0.982,281,0.014,75,0.004,19546,999059,734628,23720,19925,13551,166400,21159,-5223,37333,12434,
254,"Jul 01, 2012",2010,Coos,24867,49497,966122,10454,40174,82949,202563,696454,56791,10061,47133,2,38852,420,1616,3336,8146,28007,2284,405,1895,0.049,0.068,10515,0.423,11213,0.451,396,0.016,2732,0.11,11946,0.48,24278,0.976,437,0.018,152,0.006,24278,956515,602819,37272,47178,21907,216723,42137,-5504,15052,21069,
255,"Jul 01, 2012",2010,Crook,8061,17218,310055,6667,13516,27473,75721,228247,18447,3171,15388,2.1,38464,827,1677,3408,9393,28315,2288,393,1909,0.05,0.067,2825,0.35,4321,0.536,116,0.014,792,0.098,4419,0.548,7903,0.98,132,0.016,26,0.003,7903,306764,203841,14172,10684,11032,76381,4359,-8752,584,5536,
256,"Jul 01, 2012",2010,Curry,9405,17775,357428,4734,14862,36504,87420,246902,20173,3133,17161,1.9,38004,503,1580,3881,9295,26252,2145,333,1825,0.048,0.07,4029,0.428,4416,0.47,147,0.016,808,0.086,4737,0.504,9057,0.963,269,0.029,79,0.008,9057,350624,185336,20883,14278,7882,105876,20012,-1479,4320,6485,
257,"Jul 01, 2012",2010,Deschutes,67934,137765,3417227,41297,122246,239611,783930,2566817,220170,28255,192974,2,50302,608,1800,3527,11540,37784,3241,416,2841,0.056,0.075,28279,0.416,32056,0.472,1101,0.016,6461,0.095,37874,0.558,65755,0.968,1825,0.027,354,0.005,65755,3369092,2014628,180253,142068,144265,651487,288454,-17944,43065,77185,
258,"Jul 01, 2012",2010,Douglas,41755,85830,1634141,10569,68226,137917,350804,1177729,95628,17241,79034,2.1,39136,253,1634,3303,8402,28206,2290,413,1893,0.048,0.067,16427,0.393,20213,0.484,605,0.014,4488,0.107,20440,0.49,40957,0.981,676,0.016,122,0.003,40957,1619673,1067756,72652,47818,52841,365708,11014,-13560,38714,23270,
259,"Jul 01, 2012",2010,Gilliam,830,1572,38671,1059,1651,2568,5830,30813,2621,289,2338,1.9,46591,1276,1989,3094,7025,37125,3158,348,2817,0.06,0.076,356,0.429,379,0.457,22,0.027,72,0.087,369,0.445,805,0.97,25,0.03,,,805,38037,22693,2568,429,1202,6119,5374,434,134,915,"Return Type: Nonresident (Number) is CP, Return Type: Nonresident (%) is CP,"
260,"Jul 01, 2012",2010,Grant,2923,5834,100753,775,4694,9249,23337,78767,6385,1105,5318,2,34469,265,1606,3164,7984,26947,2185,378,1819,0.053,0.068,1159,0.397,1495,0.511,34,0.012,233,0.08,1454,0.497,2855,0.977,56,0.019,12,0.004,2855,99464,72927,4583,2907,6029,23789,1326,-5335,-4953,1809,
261,"Jul 01, 2012",2010,Harney,2907,6019,89166,1144,3871,7628,20079,68916,5460,1126,4378,2.1,30673,393,1332,2624,6907,23707,1878,387,1506,0.049,0.064,1154,0.397,1437,0.494,26,0.009,288,0.099,1371,0.472,2841,0.977,53,0.018,13,0.004,2841,88238,68000,3705,1736,5928,18702,1058,-5352,-3842,1697,
262,"Jul 01, 2012",2010,Hood River,10140,22053,476022,5737,16949,25331,89962,367205,30784,4892,26031,2.2,46945,566,1672,2498,8872,36214,3036,482,2567,0.055,0.071,4200,0.414,4520,0.446,112,0.011,1299,0.128,4622,0.456,9825,0.969,225,0.022,90,0.009,9825,466971,318793,31351,20331,13140,61831,30403,-607,3018,11290,
263,"Jul 01, 2012",2010,Idaho,11528,27811,277414,4540,9324,11339,52043,240486,19670,3002,16786,2.4,24064,394,809,984,4515,20861,1706,260,1456,0.061,0.07,3914,0.34,6390,0.554,84,0.007,1135,0.098,5923,0.514,823,0.071,1352,0.117,9353,0.811,823,23934,16102,1083,233,550,3986,1600,-226,948,343,
264,"Jul 01, 2012",2010,Jackson,85967,174811,3779052,33479,142595,273609,839814,2759186,230404,35162,196839,2,43959,389,1659,3183,9769,32096,2680,409,2290,0.052,0.071,36563,0.425,37514,0.436,1382,0.016,10458,0.122,42996,0.5,83777,0.975,1836,0.021,354,0.004,83777,3731186,2372090,175220,170331,113390,720983,192033,-13910,77293,76243,
265,"Jul 01, 2012",2010,Jefferson,8391,18603,312004,2839,12770,48836,69310,206556,16578,3257,13541,2.2,37183,338,1522,5820,8260,24616,1976,388,1614,0.043,0.066,2964,0.353,3930,0.468,141,0.017,1351,0.161,3872,0.461,8242,0.982,133,0.016,16,0.002,8242,309591,210637,10534,6950,4692,68658,9387,-3277,7037,5027,
266,"Jul 01, 2012",2010,Josephine,32318,65348,1272849,10234,48281,108187,283242,898921,74172,13055,61691,2,39385,317,1494,3348,8764,27815,2295,404,1909,0.048,0.069,13238,0.41,15111,0.468,477,0.015,3467,0.107,16123,0.499,31572,0.977,621,0.019,125,0.004,31572,1259981,725360,58012,53778,21262,299017,89295,-4348,41704,24099,
267,"Jul 01, 2012",2010,Klamath,25581,53358,1002266,8982,41748,83274,205201,739022,60156,9936,50675,2.1,39180,351,1632,3255,8022,28890,2352,388,1981,0.051,0.069,10207,0.399,11950,0.467,381,0.015,3028,0.118,12007,0.469,24909,0.974,514,0.02,158,0.006,24909,989930,689412,36968,16989,25234,200088,33582,-9292,13444,16495,
268,"Jul 01, 2012",2010,Lake,3017,5996,104100,1229,4782,8842,20417,82122,6647,1101,5579,2,34505,407,1585,2931,6767,27220,2203,365,1849,0.054,0.068,1225,0.406,1482,0.491,53,0.018,253,0.084,1328,0.44,2915,0.966,68,0.023,34,0.011,2915,102138,73920,4088,2205,5439,21974,3779,-2526,-4294,2447,
269,"Jul 01, 2012",2010,Lane,144118,279307,6770158,75875,263039,427075,1330074,5019350,421892,60208,363784,1.9,46977,527,1825,2963,9229,34828,2927,418,2524,0.054,0.072,67118,0.466,60014,0.416,2100,0.015,14796,0.103,71360,0.495,140568,0.975,2784,0.019,766,0.005,140568,6707016,4421268,287198,228374,196234,1145920,372710,-12569,191869,123989,
270,"Jul 01, 2012",2010,Lincoln,19306,36716,794154,7552,33658,74313,184046,543785,44509,6960,37835,1.9,41135,391,1743,3849,9533,28167,2305,361,1960,0.048,0.07,8522,0.441,8376,0.434,313,0.016,2085,0.108,9753,0.505,18794,0.973,426,0.022,86,0.004,18794,785598,451713,32904,39334,19214,199268,42914,-2266,18887,16370,
271,"Jul 01, 2012",2010,Linn,46779,99587,2007220,16593,85262,126512,397199,1468745,120083,20226,100550,2.1,42909,355,1823,2705,8491,31398,2567,432,2150,0.05,0.068,18779,0.401,22012,0.471,677,0.014,5284,0.113,23706,0.507,46063,0.985,612,0.013,104,0.002,46063,1995294,1422003,52957,45259,28593,330159,76143,-7594,74872,27098,
272,"Jul 01, 2012",2010,Malheur,9900,23119,343459,5568,12668,22600,69120,276697,22475,5772,16941,2.3,34693,562,1280,2283,6982,27949,2270,583,1711,0.049,0.061,3560,0.36,4674,0.472,105,0.011,1554,0.157,4105,0.415,9579,0.968,209,0.021,112,0.011,9579,338357,240506,12630,12117,17690,58552,24905,-8099,-11972,7973,
273,"Jul 01, 2012",2010,Marion,123993,275629,5658589,51150,223206,342815,1115982,4195444,347228,56419,293231,2.2,45636,413,1800,2765,9000,33836,2800,455,2365,0.052,0.07,50524,0.407,53362,0.43,1735,0.014,18287,0.147,60347,0.487,122097,0.985,1579,0.013,317,0.003,122097,5623918,3937155,168772,143243,147329,948517,213424,-13149,160725,82099,
274,"Jul 01, 2012",2010,Morrow,4242,10312,173909,3346,7350,9908,28343,142844,11629,2015,9681,2.4,40997,789,1733,2336,6682,33674,2741,475,2282,0.056,0.068,1386,0.327,2073,0.489,51,0.012,730,0.172,1947,0.459,4171,0.983,51,0.012,20,0.005,4171,172320,138120,3353,2941,3785,22008,9971,14,-4404,3469,
275,"Jul 01, 2012",2010,Multnomah,328431,611301,18085923,143709,679107,745855,3230071,14107983,1221161,141273,1084421,1.9,55068,438,2068,2271,9835,42956,3718,430,3302,0.06,0.077,177249,0.54,111732,0.34,5259,0.016,34061,0.104,158197,0.482,317107,0.966,9322,0.028,2002,0.006,317107,17819494,12817564,707269,769671,677181,1892019,908143,-5089,394153,341418,
276,"Jul 01, 2012",2010,Other,57524,113918,1359545,53103,41301,193229,315091,1150552,99016,11363,88082,2,23634,923,718,3359,5478,20001,1721,198,1531,0.065,0.077,26981,0.469,25866,0.45,1753,0.03,2908,0.051,26457,0.46,11575,0.201,15453,0.269,30496,0.53,11575,440593,327775,41130,3854,21145,51022,19301,-1516,-13916,8204,
277,"Jul 01, 2012",2010,Other Washington,35123,79045,1010557,17366,36310,64469,191236,913246,77247,7307,70166,2.3,28772,494,1034,1836,5445,26001,2199,208,1998,0.069,0.077,13338,0.38,18494,0.527,484,0.014,2798,0.08,18674,0.532,3332,0.095,4504,0.128,27287,0.777,3332,119526,80021,7140,2768,6031,18615,4567,-96,2608,2127,
278,"Jul 01, 2012",2010,Polk,29580,64450,1489766,10526,60623,105134,303693,1067297,88647,12876,76190,2.2,50364,356,2050,3554,10267,36082,2997,435,2576,0.051,0.071,11619,0.393,14451,0.489,443,0.015,3053,0.103,16293,0.551,29080,0.983,405,0.014,95,0.003,29080,1479919,1011824,42784,38441,36960,285812,54003,-7553,39120,21472,
279,"Jul 01, 2012",2010,Sherman,831,1588,37979,1332,1694,2801,6216,29986,2484,297,2197,1.9,45702,1603,2038,3371,7480,36084,2990,358,2644,0.058,0.073,397,0.478,362,0.436,10,0.012,62,0.075,361,0.434,816,0.982,9,0.011,6,0.007,816,37749,20402,1206,796,355,5436,6832,4066,710,2054,
280,"Jul 01, 2012",2010,Tillamook,10740,21516,444044,9871,18154,37889,102025,316744,26014,4390,21749,2,41345,919,1690,3528,9500,29492,2422,409,2025,0.049,0.069,4570,0.426,5053,0.47,156,0.015,957,0.089,5554,0.517,10525,0.98,164,0.015,51,0.005,10525,440711,267006,19442,18739,14355,106823,19552,721,7853,13780,
281,"Jul 01, 2012",2010,Umatilla,28365,63798,1211211,15744,50149,85822,204544,926300,75909,12744,63803,2.2,42701,555,1768,3026,7211,32657,2676,449,2249,0.053,0.069,10701,0.377,12370,0.436,412,0.015,4863,0.171,12749,0.449,27724,0.977,521,0.018,120,0.004,27724,1198583,891303,26043,35695,19462,167660,73276,-2105,7516,20266,
282,"Jul 01, 2012",2010,Union,10708,22109,445319,5298,18230,36219,83464,334634,27574,4483,23247,2.1,41588,495,1703,3382,7795,31251,2575,419,2171,0.052,0.069,4516,0.422,5184,0.484,146,0.014,859,0.08,5222,0.488,10435,0.975,207,0.019,66,0.006,10435,440849,298051,13125,13901,15677,80138,29254,-6863,6637,9071,
283,"Jul 01, 2012",2010,Wallowa,3182,6250,109136,6640,4805,10541,25355,84026,6785,1288,5535,2,34298,2087,1510,3313,7968,26407,2132,405,1740,0.051,0.066,1316,0.414,1609,0.506,37,0.012,217,0.068,1623,0.51,3109,0.977,51,0.016,22,0.007,3109,108015,68230,6615,3616,7291,28083,661,-2732,-37,3713,
284,"Jul 01, 2012",2010,Wasco,10100,20975,423240,5070,16978,31013,84243,310589,25462,4480,21157,2.1,41905,502,1681,3071,8341,30751,2521,444,2095,0.05,0.068,4241,0.42,4482,0.444,138,0.014,1230,0.122,4958,0.491,9841,0.974,198,0.02,61,0.006,9841,418106,278388,14850,15933,9882,76317,26741,220,5568,9792,
285,"Jul 01, 2012",2010,Washington,227510,482919,14467155,98034,531813,577070,2520691,11256273,971857,101014,873557,2.1,63589,431,2338,2537,11080,49476,4272,444,3840,0.06,0.078,98965,0.435,100720,0.443,3564,0.016,24122,0.106,120565,0.53,220400,0.969,5956,0.026,1154,0.005,220400,14252516,10817673,638896,401384,306095,1406649,602146,-8364,306243,218206,
286,"Jul 01, 2012",2010,Wheeler,547,1082,13569,229,779,2137,4835,11987,946,184,768,2,24807,418,1424,3906,8839,21915,1730,337,1405,0.057,0.064,216,0.395,289,0.528,7,0.013,34,0.062,253,0.463,540,0.987,7,0.012,,,540,13473,11046,1050,383,774,5274,827,-3476,-1865,539,"Return Type: Nonresident (Number) is CP, Return Type: Nonresident (%) is CP,"
287,"Jul 01, 2012",2010,Yamhill,38485,85107,2005366,36552,73352,123470,411064,1511015,128810,17752,111595,2.2,52108,950,1906,3208,10681,39262,3347,461,2900,0.056,0.074,14930,0.388,18491,0.48,595,0.015,4453,0.116,20476,0.532,37772,0.981,553,0.014,160,0.004,37772,1993775,1360857,82669,59147,92424,283023,114729,-8947,43142,33267,
288,"Jul 01, 2013",2011,Baker,6374,12777,232792,1111,11711,23887,49846,173240,13965,2571,11500,2,36522,174,1837,3748,7820,27179,2191,403,1804,0.049,0.066,2631,0.413,3078,0.483,93,0.015,566,0.089,3085,0.484,6224,0.976,124,0.019,26,0.004,6224,230310,154103,10551,-4856,14847,61464,10038,-5219,-5776,4842,
289,"Jul 01, 2013",2011,Benton,34608,65644,1991057,10607,82656,132731,339819,1486328,126829,14042,113093,1.9,57532,307,2388,3835,9819,42948,3665,406,3268,0.057,0.076,16801,0.485,15134,0.437,479,0.014,2176,0.063,17275,0.499,33132,0.957,1038,0.03,438,0.013,33132,1961720,1312568,77215,63032,74331,369206,85736,-4915,18247,33700,
290,"Jul 01, 2013",2011,California,31731,64813,672311,10308,20263,68463,213451,618204,53457,19512,34151,2,21188,325,639,2158,6727,19483,1685,615,1076,0.051,0.055,14393,0.454,14545,0.458,767,0.024,2014,0.063,16973,0.535,5185,0.163,5953,0.188,20593,0.649,5185,197960,138978,12708,5467,24398,30148,-11926,-416,1733,3129,
291,"Jul 01, 2013",2011,Clackamas,166874,343079,10898011,57888,422169,587519,2020600,8289703,720597,72870,649502,2.1,65307,347,2530,3521,12109,49676,4318,437,3892,0.06,0.078,72346,0.434,76647,0.459,2707,0.016,15075,0.09,93627,0.561,163256,0.978,2955,0.018,663,0.004,163256,10764245,7523534,374048,374142,335532,1542203,740582,-26376,93607,193027,
292,"Jul 01, 2013",2011,Clark Co WA,59609,145381,2361172,4713,112382,55308,375014,1905135,155887,18839,137586,2.4,39611,79,1885,928,6291,31961,2615,316,2308,0.058,0.072,20409,0.342,31928,0.536,731,0.012,6508,0.109,32712,0.549,2119,0.036,2245,0.038,55245,0.927,2119,78143,56441,3312,2464,1705,7918,5282,-199,2095,875,
293,"Jul 01, 2013",2011,Clatsop,15589,30414,667918,4243,31832,55225,138977,470547,38487,6013,32693,2,42846,272,2042,3543,8915,30185,2469,386,2097,0.049,0.069,7158,0.459,6550,0.42,240,0.015,1637,0.105,7537,0.483,15048,0.965,372,0.024,169,0.011,15048,658130,420177,21213,31678,15192,141689,32222,-1317,11579,14302,
294,"Jul 01, 2013",2011,Columbia,19820,42530,1030104,2183,50439,62948,190249,750292,62114,7972,54381,2.1,51973,110,2545,3176,9599,37855,3134,402,2744,0.053,0.072,7617,0.384,9940,0.502,253,0.013,1997,0.101,11305,0.57,19434,0.981,296,0.015,90,0.005,19434,1021958,756521,21315,19781,14621,178909,22308,-4695,25576,12378,
295,"Jul 01, 2013",2011,Coos,24983,49236,988237,8264,46436,86469,200234,706785,57739,9836,48327,2,39556,331,1859,3461,8015,28291,2311,394,1934,0.049,0.068,10790,0.432,11024,0.441,409,0.016,2745,0.11,11686,0.468,24344,0.974,493,0.02,146,0.006,24344,978928,612380,36488,49072,24847,225994,43926,-4561,12265,21483,
296,"Jul 01, 2013",2011,Crook,8022,17126,315637,2041,15754,29876,75544,229652,18571,3309,15384,2.1,39346,254,1964,3724,9417,28628,2315,413,1918,0.049,0.067,2847,0.355,4301,0.536,121,0.015,750,0.093,4308,0.537,7872,0.981,121,0.015,29,0.004,7872,312682,208362,12894,10617,9036,82373,8286,-7984,-5028,5875,
297,"Jul 01, 2013",2011,Curry,9309,17713,379051,2089,16666,38486,86509,267430,22465,3175,19415,1.9,40719,225,1790,4134,9293,28728,2413,341,2086,0.051,0.073,4068,0.437,4313,0.463,138,0.015,784,0.084,4649,0.499,8999,0.967,236,0.025,74,0.008,8999,373268,188709,19475,15689,33677,108941,15334,-1064,-737,6756,
298,"Jul 01, 2013",2011,Deschutes,69400,139833,3512886,27343,142653,267029,758227,2614332,223408,28690,195857,2,50618,394,2056,3848,10926,37671,3219,413,2822,0.056,0.075,29437,0.424,32313,0.466,1067,0.015,6551,0.094,37496,0.54,67112,0.967,1916,0.028,372,0.005,67112,3464201,2102696,172866,150673,123682,697338,304267,-15339,7989,79971,
299,"Jul 01, 2013",2011,Douglas,41622,85386,1686409,8140,78345,143358,345336,1209121,98927,17789,81839,2.1,40517,196,1882,3444,8297,29050,2377,427,1966,0.049,0.068,16568,0.398,19908,0.478,661,0.016,4466,0.107,20110,0.483,40838,0.981,655,0.016,129,0.003,40838,1673856,1095177,59492,50353,62749,382717,40370,-12702,20313,24614,
300,"Jul 01, 2013",2011,Gilliam,797,1571,37418,277,1871,2853,5903,28527,2376,311,2070,2,46948,347,2348,3580,7407,35794,2981,390,2598,0.055,0.073,326,0.409,386,0.484,20,0.025,65,0.082,361,0.453,784,0.984,13,0.016,,,784,37124,24369,1266,477,670,5751,5656,259,-238,1087,"Return Type: Nonresident (Number) is CP, Return Type: Nonresident (%) is CP,"
301,"Jul 01, 2013",2011,Grant,2902,5754,106832,318,5284,9976,22868,78511,6340,1098,5278,2,36813,110,1821,3438,7880,27054,2185,379,1819,0.049,0.067,1172,0.404,1466,0.505,38,0.013,225,0.078,1434,0.494,2839,0.978,49,0.017,14,0.005,2839,105689,74538,4321,2736,5920,25290,3001,-5139,-2994,1983,
302,"Jul 01, 2013",2011,Harney,2859,5972,92569,535,4483,8009,19629,71335,5720,1088,4686,2.1,32378,187,1568,2802,6866,24951,2001,381,1639,0.051,0.066,1136,0.397,1416,0.495,40,0.014,264,0.092,1333,0.466,2801,0.98,39,0.014,19,0.007,2801,91684,67721,3426,1956,9036,19968,1333,-4615,-5189,1952,
303,"Jul 01, 2013",2011,Hood River,10267,22562,489320,4745,19759,27717,88276,377544,31564,5034,26690,2.2,47660,462,1925,2700,8598,36773,3074,490,2600,0.055,0.071,4225,0.412,4523,0.441,112,0.011,1400,0.136,4604,0.448,9923,0.966,239,0.023,105,0.01,9923,481117,335141,22745,21051,12563,64757,34500,741,2798,13178,
304,"Jul 01, 2013",2011,Idaho,12322,29826,271462,1679,11406,10318,51723,231517,18444,3057,15518,2.4,22031,136,926,837,4198,18789,1497,248,1259,0.057,0.067,4240,0.344,6777,0.55,96,0.008,1205,0.098,6165,0.5,837,0.068,1411,0.115,10074,0.818,837,23156,17410,1034,183,295,4190,411,-68,130,428,
305,"Jul 01, 2013",2011,Jackson,86505,175638,3813825,23721,163538,290817,833531,2766192,230046,34596,197083,2,44088,274,1891,3362,9636,31977,2659,400,2278,0.052,0.071,37090,0.429,37264,0.431,1458,0.017,10646,0.123,42483,0.491,84281,0.974,1847,0.021,377,0.004,84281,3765383,2413451,168880,176819,85288,763613,248458,-15637,2208,77697,
306,"Jul 01, 2013",2011,Jefferson,8493,18798,314509,1098,14580,51000,67722,204988,16465,3426,13288,2.2,37032,129,1717,6005,7974,24136,1939,403,1565,0.042,0.065,3145,0.37,3873,0.456,126,0.015,1344,0.158,3779,0.445,8325,0.98,139,0.016,29,0.003,8325,311742,210529,9895,6336,5921,70925,13202,-3122,3187,5131,
307,"Jul 01, 2013",2011,Josephine,32419,65307,1269694,6442,55065,115482,284472,881497,72267,12422,60432,2,39165,199,1699,3562,8775,27191,2229,383,1864,0.048,0.069,13483,0.416,14905,0.46,496,0.015,3510,0.108,15852,0.489,31638,0.976,652,0.02,129,0.004,31638,1258759,729864,51049,53249,45479,309143,73557,-4240,24936,24278,
308,"Jul 01, 2013",2011,Klamath,25464,52755,1003837,4068,47403,88311,196104,737692,59982,9988,50445,2.1,39422,160,1862,3468,7701,28970,2356,392,1981,0.05,0.068,10372,0.407,11667,0.458,402,0.016,3008,0.118,11679,0.459,24772,0.973,520,0.02,172,0.007,24772,991077,696080,29542,23521,19680,210783,37562,-11760,2445,16776,
309,"Jul 01, 2013",2011,Lake,2962,5897,108246,527,5550,9502,20459,83165,6740,1116,5654,2,36545,178,1874,3208,6907,28077,2276,377,1909,0.052,0.068,1209,0.408,1445,0.488,61,0.021,246,0.083,1332,0.45,2861,0.966,69,0.023,32,0.011,2861,106673,74768,3989,3458,5687,21896,5796,-2130,-4115,2675,
310,"Jul 01, 2013",2011,Lane,144907,280240,6881386,40388,300109,462051,1304290,5042806,423267,60862,364608,1.9,47488,279,2071,3189,9001,34800,2921,420,2516,0.053,0.072,68232,0.471,59500,0.411,2208,0.015,14894,0.103,70550,0.487,141346,0.975,2771,0.019,790,0.005,141346,6814820,4526340,245407,236481,209600,1223399,384414,-15770,129548,124599,
311,"Jul 01, 2013",2011,Lincoln,19455,37029,822658,4134,37769,78485,182812,562900,46398,7130,39574,1.9,42285,213,1941,4034,9397,28933,2385,367,2034,0.048,0.07,8829,0.454,8267,0.425,323,0.017,2025,0.104,9723,0.5,18855,0.969,504,0.026,96,0.005,18855,811621,462054,30750,44071,26917,208224,44940,-2546,14052,16839,
312,"Jul 01, 2013",2011,Linn,46975,100075,2046106,9521,97723,135370,391672,1480769,121024,20521,101285,2.1,43557,203,2080,2882,8338,31523,2576,437,2156,0.05,0.068,19095,0.406,21915,0.467,751,0.016,5190,0.11,23456,0.499,46222,0.984,630,0.013,123,0.003,46222,2036047,1458546,47374,45098,31741,352869,84083,-4917,49833,28581,
313,"Jul 01, 2013",2011,Malheur,9915,23225,351887,2532,14914,24701,68811,270202,21653,5788,16109,2.3,35490,255,1504,2491,6940,27252,2184,584,1625,0.046,0.06,3654,0.369,4643,0.468,101,0.01,1514,0.153,4069,0.41,9548,0.963,229,0.023,138,0.014,9548,345453,244394,11426,12889,14861,60433,24521,-7247,-7611,8212,
314,"Jul 01, 2013",2011,Marion,125120,279160,5765512,26031,253236,367569,1098290,4241932,350684,57039,296121,2.2,46080,208,2024,2938,8778,33903,2803,456,2367,0.051,0.07,51501,0.412,53153,0.425,1814,0.014,18569,0.148,59714,0.477,123224,0.985,1577,0.013,319,0.003,123224,5732176,4016697,158525,145062,143060,1006987,247811,-9198,106889,83659,
315,"Jul 01, 2013",2011,Morrow,4347,10880,185897,1351,8569,11154,29070,147498,12023,2119,9979,2.5,42764,311,1971,2566,6687,33931,2766,488,2296,0.054,0.068,1459,0.336,2059,0.474,59,0.014,768,0.177,1955,0.45,4259,0.98,69,0.016,19,0.004,4259,184214,144637,3230,3476,5951,22841,13003,231,-5324,3830,
316,"Jul 01, 2013",2011,Multnomah,335422,620944,18770262,79490,783057,801726,3133784,14585285,1260111,137930,1126877,1.9,55960,237,2335,2390,9343,43483,3757,411,3360,0.06,0.077,183111,0.546,112366,0.335,5748,0.017,34057,0.102,157356,0.469,322954,0.963,10458,0.031,2010,0.006,322954,18462518,13519240,598676,803029,648484,2013739,1029955,-4473,207675,353805,
317,"Jul 01, 2013",2011,Other,62126,122088,1458332,21974,50645,197943,340485,1208839,103603,11302,92765,2,23474,354,815,3186,5481,19458,1668,182,1493,0.064,0.077,29581,0.476,27515,0.443,1925,0.031,3091,0.05,28307,0.456,12033,0.194,16814,0.271,33279,0.536,12033,464104,348963,42675,2362,32897,62382,5503,-449,-21249,8980,
318,"Jul 01, 2013",2011,Other Washington,37346,83809,1036811,7140,42807,64836,189005,925480,77409,7606,70030,2.2,27762,191,1146,1736,5061,24781,2073,204,1875,0.068,0.076,14366,0.385,19389,0.519,519,0.014,3054,0.082,19399,0.519,3316,0.089,4895,0.131,29135,0.78,3316,115467,75768,5592,2373,5317,18442,5892,-54,3821,1684,
319,"Jul 01, 2013",2011,Polk,29821,64956,1506292,4928,68104,111528,300681,1073295,88991,13142,76322,2.2,50511,165,2284,3740,10083,35991,2984,441,2559,0.051,0.071,11827,0.397,14403,0.483,417,0.014,3155,0.106,16182,0.543,29324,0.983,396,0.013,101,0.003,29324,1497508,1029408,38803,39383,21480,306465,59311,-5142,30546,22747,
